Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps
224	-19	19	10657	224	-19	19	10657	224	-19	19	10657	224	-19	19	10657	224	-19	19	10657	224	-19	19	10657	224	-19	19	10657	224	-19	19	10657	224	-19	19	10657	224	-19	19	10657	224	-19	19	10657	224	-19	19	10657
225	-22	22	10679	225	-22	22	10679	225	-22	22	10679	225	-22	22	10679	225	-22	22	10679	225	-22	22	10679	225	-22	22	10679	225	-22	22	10679	225	-22	22	10679	225	-22	22	10679	225	-22	22	10679	225	-22	22	10679
226	-18	18	10697	226	-18	18	10697	226	-18	18	10697	226	-18	18	10697	226	-18	18	10697	226	-18	18	10697	226	-18	18	10697	226	-18	18	10697	226	-18	18	10697	226	-18	18	10697	226	-18	18	10697	226	-18	18	10697
227	-19	19	10716	227	-19	19	10716	227	-19	19	10716	227	-19	19	10716	227	-19	19	10716	227	-19	19	10716	227	-19	19	10716	227	-19	19	10716	227	-19	19	10716	227	-19	19	10716	227	-19	19	10716	227	-19	19	10716
228	-29	29	10745	228	-29	29	10745	228	-29	29	10745	228	-29	29	10745	228	-29	29	10745	228	-29	29	10745	228	-29	29	10745	228	-29	29	10745	228	-29	29	10745	228	-29	29	10745	228	-29	29	10745	228	-29	29	10745
229	-17	17	10762	229	-17	17	10762	229	-17	17	10762	229	-17	17	10762	229	-17	17	10762	229	-17	17	10762	229	-17	17	10762	229	-17	17	10762	229	-17	17	10762	229	-17	17	10762	229	-17	17	10762	229	-17	17	10762
230	-129	30	10792	230	-129	30	10792	230	-129	30	10792	230	-129	30	10792	230	-129	30	10792	230	-129	30	10792	230	-129	30	10792	230	-129	30	10792	230	-129	30	10792	230	-129	30	10792	230	-129	30	10792	230	-129	30	10792
231	-19	19	10811	231	-19	19	10811	231	-19	19	10811	231	-19	19	10811	231	-19	19	10811	231	-19	19	10811	231	-19	19	10811	231	-19	19	10811	231	-19	19	10811	231	-19	19	10811	231	-19	19	10811	231	-19	19	10811
232	-24	24	10835	232	-24	24	10835	232	-24	24	10835	232	-24	24	10835	232	-24	24	10835	232	-24	24	10835	232	-24	24	10835	232	-24	24	10835	232	-24	24	10835	232	-24	24	10835	232	-24	24	10835	232	-24	24	10835
233	-23	23	10858	233	-23	23	10858	233	-23	23	10858	233	-23	23	10858	233	-23	23	10858	233	-23	23	10858	233	-23	23	10858	233	-23	23	10858	233	-23	23	10858	233	-23	23	10858	233	-23	23	10858	233	-23	23	10858
234	-19	19	10877	234	-19	19	10877	234	-19	19	10877	234	-19	19	10877	234	-19	19	10877	234	-19	19	10877	234	-19	19	10877	234	-19	19	10877	234	-19	19	10877	234	-19	19	10877	234	-19	19	10877	234	-19	19	10877
235	-117	18	10895	235	-117	18	10895	235	-117	18	10895	235	-117	18	10895	235	-117	18	10895	235	-117	18	10895	235	-117	18	10895	235	-117	18	10895	235	-117	18	10895	235	-117	18	10895	235	-117	18	10895	235	-117	18	10895
236	-18	18	10913	236	-18	18	10913	236	-18	18	10913	236	-18	18	10913	236	-18	18	10913	236	-18	18	10913	236	-18	18	10913	236	-18	18	10913	236	-18	18	10913	236	-18	18	10913	236	-18	18	10913	236	-18	18	10913
237	-18	18	10931	237	-18	18	10931	237	-18	18	10931	237	-18	18	10931	237	-18	18	10931	237	-18	18	10931	237	-18	18	10931	237	-18	18	10931	237	-18	18	10931	237	-18	18	10931	237	-18	18	10931	237	-18	18	10931
238	-17	17	10948	238	-17	17	10948	238	-17	17	10948	238	-17	17	10948	238	-17	17	10948	238	-17	17	10948	238	-17	17	10948	238	-17	17	10948	238	-17	17	10948	238	-17	17	10948	238	-17	17	10948	238	-17	17	10948
239	-27	27	10975	239	-27	27	10975	239	-27	27	10975	239	-27	27	10975	239	-27	27	10975	239	-27	27	10975	239	-27	27	10975	239	-27	27	10975	239	-27	27	10975	239	-27	27	10975	239	-27	27	10975	239	-27	27	10975
240	-19	19	10994	240	-19	19	10994	240	-19	19	10994	240	-19	19	10994	240	-19	19	10994	240	-19	19	10994	240	-19	19	10994	240	-19	19	10994	240	-19	19	10994	240	-19	19	10994	240	-19	19	10994	240	-19	19	10994
241	-21	21	11015	241	-21	21	11015	241	-21	21	11015	241	-21	21	11015	241	-21	21	11015	241	-21	21	11015	241	-21	21	11015	241	-21	21	11015	241	-21	21	11015	241	-21	21	11015	241	-21	21	11015	241	-21	21	11015
242	-20	20	11035	242	-20	20	11035	242	-20	20	11035	242	-20	20	11035	242	-20	20	11035	242	-20	20	11035	242	-20	20	11035	242	-20	20	11035	242	-20	20	11035	242	-20	20	11035	242	-20	20	11035	242	-20	20	11035
243	-19	19	11054	243	-19	19	11054	243	-19	19	11054	243	-19	19	11054	243	-19	19	11054	243	-19	19	11054	243	-19	19	11054	243	-19	19	11054	243	-19	19	11054	243	-19	19	11054	243	-19	19	11054	243	-19	19	11054
244	-19	19	11073	244	-19	19	11073	244	-19	19	11073	244	-19	19	11073	244	-19	19	11073	244	-19	19	11073	244	-19	19	11073	244	-19	19	11073	244	-19	19	11073	244	-19	19	11073	244	-19	19	11073	244	-19	19	11073
245	-19	19	11092	245	-19	19	11092	245	-19	19	11092	245	-19	19	11092	245	-19	19	11092	245	-19	19	11092	245	-19	19	11092	245	-19	19	11092	245	-19	19	11092	245	-19	19	11092	245	-19	19	11092	245	-19	19	11092
246	-17	17	11109	246	-17	17	11109	246	-17	17	11109	246	-17	17	11109	246	-17	17	11109	246	-17	17	11109	246	-17	17	11109	246	-17	17	11109	246	-17	17	11109	246	-17	17	11109	246	-17	17	11109	246	-17	17	11109
247	-17	17	11126	247	-17	17	11126	247	-17	17	11126	247	-17	17	11126	247	-17	17	11126	247	-17	17	11126	247	-17	17	11126	247	-17	17	11126	247	-17	17	11126	247	-17	17	11126	247	-17	17	11126	247	-17	17	11126
248	-25	25	11151	248	-25	25	11151	248	-25	25	11151	248	-25	25	11151	248	-25	25	11151	248	-25	25	11151	248	-25	25	11151	248	-25	25	11151	248	-25	25	11151	248	-25	25	11151	248	-25	25	11151	248	-25	25	11151
249	-23	23	11174	249	-23	23	11174	249	-23	23	11174	249	-23	23	11174	249	-23	23	11174	249	-23	23	11174	249	-23	23	11174	249	-23	23	11174	249	-23	23	11174	249	-23	23	11174	249	-23	23	11174	249	-23	23	11174
250	-23	23	11197	250	-23	23	11197	250	-23	23	11197	250	-23	23	11197	250	-23	23	11197	250	-23	23	11197	250	-23	23	11197	250	-23	23	11197	250	-23	23	11197	250	-23	23	11197	250	-23	23	11197	250	-23	23	11197
251	-18	18	11215	251	-18	18	11215	251	-18	18	11215	251	-18	18	11215	251	-18	18	11215	251	-18	18	11215	251	-18	18	11215	251	-18	18	11215	251	-18	18	11215	251	-18	18	11215	251	-18	18	11215	251	-18	18	11215
252	-22	22	11237	252	-22	22	11237	252	-22	22	11237	252	-22	22	11237	252	-22	22	11237	252	-22	22	11237	252	-22	22	11237	252	-22	22	11237	252	-22	22	11237	252	-22	22	11237	252	-22	22	11237	252	-22	22	11237
253	-20	20	11257	253	-20	20	11257	253	-20	20	11257	253	-20	20	11257	253	-20	20	11257	253	-20	20	11257	253	-20	20	11257	253	-20	20	11257	253	-20	20	11257	253	-20	20	11257	253	-20	20	11257	253	-20	20	11257
254	-21	21	11278	254	-21	21	11278	254	-21	21	11278	254	-21	21	11278	254	-21	21	11278	254	-21	21	11278	254	-21	21	11278	254	-21	21	11278	254	-21	21	11278	254	-21	21	11278	254	-21	21	11278	254	-21	21	11278
255	-21	21	11299	255	-21	21	11299	255	-21	21	11299	255	-21	21	11299	255	-21	21	11299	255	-21	21	11299	255	-21	21	11299	255	-21	21	11299	255	-21	21	11299	255	-21	21	11299	255	-21	21	11299	255	-21	21	11299
256	-117	18	11317	256	-117	18	11317	256	-117	18	11317	256	-117	18	11317	256	-117	18	11317	256	-117	18	11317	256	-117	18	11317	256	-117	18	11317	256	-117	18	11317	256	-117	18	11317	256	-117	18	11317	256	-117	18	11317
257	-22	22	11339	257	-22	22	11339	257	-22	22	11339	257	-22	22	11339	257	-22	22	11339	257	-22	22	11339	257	-22	22	11339	257	-22	22	11339	257	-22	22	11339	257	-22	22	11339	257	-22	22	11339	257	-22	22	11339
258	-19	19	11358	258	-19	19	11358	258	-19	19	11358	258	-19	19	11358	258	-19	19	11358	258	-19	19	11358	258	-19	19	11358	258	-19	19	11358	258	-19	19	11358	258	-19	19	11358	258	-19	19	11358	258	-19	19	11358
259	-24	24	11382	259	-24	24	11382	259	-24	24	11382	259	-24	24	11382	259	-24	24	11382	259	-24	24	11382	259	-24	24	11382	259	-24	24	11382	259	-24	24	11382	259	-24	24	11382	259	-24	24	11382	259	-24	24	11382
260	-18	18	11400	260	-18	18	11400	260	-18	18	11400	260	-18	18	11400	260	-18	18	11400	260	-18	18	11400	260	-18	18	11400	260	-18	18	11400	260	-18	18	11400	260	-18	18	11400	260	-18	18	11400	260	-18	18	11400
261	-21	21	11421	261	-21	21	11421	261	-21	21	11421	261	-21	21	11421	261	-21	21	11421	261	-21	21	11421	261	-21	21	11421	261	-21	21	11421	261	-21	21	11421	261	-21	21	11421	261	-21	21	11421	261	-21	21	11421
262	-21	21	11442	262	-21	21	11442	262	-21	21	11442	262	-21	21	11442	262	-21	21	11442	262	-21	21	11442	262	-21	21	11442	262	-21	21	11442	262	-21	21	11442	262	-21	21	11442	262	-21	21	11442	262	-21	21	11442
263	-17	17	11459	263	-17	17	11459	263	-17	17	11459	263	-17	17	11459	263	-17	17	11459	263	-17	17	11459	263	-17	17	11459	263	-17	17	11459	263	-17	17	11459	263	-17	17	11459	263	-17	17	11459	263	-17	17	11459
264	-18	18	11477	264	-18	18	11477	264	-18	18	11477	264	-18	18	11477	264	-18	18	11477	264	-18	18	11477	264	-18	18	11477	264	-18	18	11477	264	-18	18	11477	264	-18	18	11477	264	-18	18	11477	264	-18	18	11477
265	-23	23	11500	265	-23	23	11500	265	-23	23	11500	265	-23	23	11500	265	-23	23	11500	265	-23	23	11500	265	-23	23	11500	265	-23	23	11500	265	-23	23	11500	265	-23	23	11500	265	-23	23	11500	265	-23	23	11500
266	-19	19	11519	266	-19	19	11519	266	-19	19	11519	266	-19	19	11519	266	-19	19	11519	266	-19	19	11519	266	-19	19	11519	266	-19	19	11519	266	-19	19	11519	266	-19	19	11519	266	-19	19	11519	266	-19	19	11519
267	-18	18	11537	267	-18	18	11537	267	-18	18	11537	267	-18	18	11537	267	-18	18	11537	267	-18	18	11537	267	-18	18	11537	267	-18	18	11537	267	-18	18	11537	267	-18	18	11537	267	-18	18	11537	267	-18	18	11537
268	-21	21	11558	268	-21	21	11558	268	-21	21	11558	268	-21	21	11558	268	-21	21	11558	268	-21	21	11558	268	-21	21	11558	268	-21	21	11558	268	-21	21	11558	268	-21	21	11558	268	-21	21	11558	268	-21	21	11558
269	-21	21	11579	269	-21	21	11579	269	-21	21	11579	269	-21	21	11579	269	-21	21	11579	269	-21	21	11579	269	-21	21	11579	269	-21	21	11579	269	-21	21	11579	269	-21	21	11579	269	-21	21	11579	269	-21	21	11579
270	-17	17	11596	270	-17	17	11596	270	-17	17	11596	270	-17	17	11596	270	-17	17	11596	270	-17	17	11596	270	-17	17	11596	270	-17	17	11596	270	-17	17	11596	270	-17	17	11596	270	-17	17	11596	270	-17	17	11596
271	-23	23	11619	271	-23	23	11619	271	-23	23	11619	271	-23	23	11619	271	-23	23	11619	271	-23	23	11619	271	-23	23	11619	271	-23	23	11619	271	-23	23	11619	271	-23	23	11619	271	-23	23	11619	271	-23	23	11619
272	-26	26	11645	272	-26	26	11645	272	-26	26	11645	272	-26	26	11645	272	-26	26	11645	272	-26	26	11645	272	-26	26	11645	272	-26	26	11645	272	-26	26	11645	272	-26	26	11645	272	-26	26	11645	272	-26	26	11645
273	-17	17	11662	273	-17	17	11662	273	-17	17	11662	273	-17	17	11662	273	-17	17	11662	273	-17	17	11662	273	-17	17	11662	273	-17	17	11662	273	-17	17	11662	273	-17	17	11662	273	-17	17	11662	273	-17	17	11662
274	-21	21	11683	274	-21	21	11683	274	-21	21	11683	274	-21	21	11683	274	-21	21	11683	274	-21	21	11683	274	-21	21	11683	274	-21	21	11683	274	-21	21	11683	274	-21	21	11683	274	-21	21	11683	274	-21	21	11683
275	-21	21	11704	275	-21	21	11704	275	-21	21	11704	275	-21	21	11704	275	-21	21	11704	275	-21	21	11704	275	-21	21	11704	275	-21	21	11704	275	-21	21	11704	275	-21	21	11704	275	-21	21	11704	275	-21	21	11704
276	-25	25	11729	276	-25	25	11729	276	-25	25	11729	276	-25	25	11729	276	-25	25	11729	276	-25	25	11729	276	-25	25	11729	276	-25	25	11729	276	-25	25	11729	276	-25	25	11729	276	-25	25	11729	276	-25	25	11729
277	-17	17	11746	277	-17	17	11746	277	-17	17	11746	277	-17	17	11746	277	-17	17	11746	277	-17	17	11746	277	-17	17	11746	277	-17	17	11746	277	-17	17	11746	277	-17	17	11746	277	-17	17	11746	277	-17	17	11746
278	-22	22	11768	278	-22	22	11768	278	-22	22	11768	278	-22	22	11768	278	-22	22	11768	278	-22	22	11768	278	-22	22	11768	278	-22	22	11768	278	-22	22	11768	278	-22	22	11768	278	-22	22	11768	278	-22	22	11768
279	-17	17	11785	279	-17	17	11785	279	-17	17	11785	279	-17	17	11785	279	-17	17	11785	279	-17	17	11785	279	-17	17	11785	279	-17	17	11785	279	-17	17	11785	279	-17	17	11785	279	-17	17	11785	279	-17	17	11785
280	-18	18	11803	280	-18	18	11803	280	-18	18	11803	280	-18	18	11803	280	-18	18	11803	280	-18	18	11803	280	-18	18	11803	280	-18	18	11803	280	-18	18	11803	280	-18	18	11803	280	-18	18	11803	280	-18	18	11803
281	-21	21	11824	281	-21	21	11824	281	-21	21	11824	281	-21	21	11824	281	-21	21	11824	281	-21	21	11824	281	-21	21	11824	281	-21	21	11824	281	-21	21	11824	281	-21	21	11824	281	-21	21	11824	281	-21	21	11824
282	-18	18	11842	282	-18	18	11842	282	-18	18	11842	282	-18	18	11842	282	-18	18	11842	282	-18	18	11842	282	-18	18	11842	282	-18	18	11842	282	-18	18	11842	282	-18	18	11842	282	-18	18	11842	282	-18	18	11842
283	-18	18	11860	283	-18	18	11860	283	-18	18	11860	283	-18	18	11860	283	-18	18	11860	283	-18	18	11860	283	-18	18	11860	283	-18	18	11860	283	-18	18	11860	283	-18	18	11860	283	-18	18	11860	283	-18	18	11860
284	-21	21	11881	284	-21	21	11881	284	-21	21	11881	284	-21	21	11881	284	-21	21	11881	284	-21	21	11881	284	-21	21	11881	284	-21	21	11881	284	-21	21	11881	284	-21	21	11881	284	-21	21	11881	284	-21	21	11881
285	-22	22	11903	285	-22	22	11903	285	-22	22	11903	285	-22	22	11903	285	-22	22	11903	285	-22	22	11903	285	-22	22	11903	285	-22	22	11903	285	-22	22	11903	285	-22	22	11903	285	-22	22	11903	285	-22	22	11903
286	-22	22	11925	286	-22	22	11925	286	-22	22	11925	286	-22	22	11925	286	-22	22	11925	286	-22	22	11925	286	-22	22	11925	286	-22	22	11925	286	-22	22	11925	286	-22	22	11925	286	-22	22	11925	286	-22	22	11925
287	-120	21	11946	287	-120	21	11946	287	-120	21	11946	287	-120	21	11946	287	-120	21	11946	287	-120	21	11946	287	-120	21	11946	287	-120	21	11946	287	-120	21	11946	287	-120	21	11946	287	-120	21	11946	287	-120	21	11946
288	-26	26	11972	288	-26	26	11972	288	-26	26	11972	288	-26	26	11972	288	-26	26	11972	288	-26	26	11972	288	-26	26	11972	288	-26	26	11972	288	-26	26	11972	288	-26	26	11972	288	-26	26	11972	288	-26	26	11972
289	-18	18	11990	289	-18	18	11990	289	-18	18	11990	289	-18	18	11990	289	-18	18	11990	289	-18	18	11990	289	-18	18	11990	289	-18	18	11990	289	-18	18	11990	289	-18	18	11990	289	-18	18	11990	289	-18	18	11990
290	-21	21	12011	290	-21	21	12011	290	-21	21	12011	290	-21	21	12011	290	-21	21	12011	290	-21	21	12011	290	-21	21	12011	290	-21	21	12011	290	-21	21	12011	290	-21	21	12011	290	-21	21	12011	290	-21	21	12011
291	-24	24	12035	291	-24	24	12035	291	-24	24	12035	291	-24	24	12035	291	-24	24	12035	291	-24	24	12035	291	-24	24	12035	291	-24	24	12035	291	-24	24	12035	291	-24	24	12035	291	-24	24	12035	291	-24	24	12035
292	-19	19	12054	292	-19	19	12054	292	-19	19	12054	292	-19	19	12054	292	-19	19	12054	292	-19	19	12054	292	-19	19	12054	292	-19	19	12054	292	-19	19	12054	292	-19	19	12054	292	-19	19	12054	292	-19	19	12054
293	-18	18	12072	293	-18	18	12072	293	-18	18	12072	293	-18	18	12072	293	-18	18	12072	293	-18	18	12072	293	-18	18	12072	293	-18	18	12072	293	-18	18	12072	293	-18	18	12072	293	-18	18	12072	293	-18	18	12072
294	-17	17	12089	294	-17	17	12089	294	-17	17	12089	294	-17	17	12089	294	-17	17	12089	294	-17	17	12089	294	-17	17	12089	294	-17	17	12089	294	-17	17	12089	294	-17	17	12089	294	-17	17	12089	294	-17	17	12089
295	-23	23	12112	295	-23	23	12112	295	-23	23	12112	295	-23	23	12112	295	-23	23	12112	295	-23	23	12112	295	-23	23	12112	295	-23	23	12112	295	-23	23	12112	295	-23	23	12112	295	-23	23	12112	295	-23	23	12112
296	-23	23	12135	296	-23	23	12135	296	-23	23	12135	296	-23	23	12135	296	-23	23	12135	296	-23	23	12135	296	-23	23	12135	296	-23	23	12135	296	-23	23	12135	296	-23	23	12135	296	-23	23	12135	296	-23	23	12135
297	-22	22	12157	297	-22	22	12157	297	-22	22	12157	297	-22	22	12157	297	-22	22	12157	297	-22	22	12157	297	-22	22	12157	297	-22	22	12157	297	-22	22	12157	297	-22	22	12157	297	-22	22	12157	297	-22	22	12157
298	-18	18	12175	298	-18	18	12175	298	-18	18	12175	298	-18	18	12175	298	-18	18	12175	298	-18	18	12175	298	-18	18	12175	298	-18	18	12175	298	-18	18	12175	298	-18	18	12175	298	-18	18	12175	298	-18	18	12175
299	-19	19	12194	299	-19	19	12194	299	-19	19	12194	299	-19	19	12194	299	-19	19	12194	299	-19	19	12194	299	-19	19	12194	299	-19	19	12194	299	-19	19	12194	299	-19	19	12194	299	-19	19	12194	299	-19	19	12194
300	-20	20	12214	300	-20	20	12214	300	-20	20	12214	300	-20	20	12214	300	-20	20	12214	300	-20	20	12214	300	-20	20	12214	300	-20	20	12214	300	-20	20	12214	300	-20	20	12214	300	-20	20	12214	300	-20	20	12214
301	-17	17	12231	301	-17	17	12231	301	-17	17	12231	301	-17	17	12231	301	-17	17	12231	301	-17	17	12231	301	-17	17	12231	301	-17	17	12231	301	-17	17	12231	301	-17	17	12231	301	-17	17	12231	301	-17	17	12231
302	-24	24	12255	302	-24	24	12255	302	-24	24	12255	302	-24	24	12255	302	-24	24	12255	302	-24	24	12255	302	-24	24	12255	302	-24	24	12255	302	-24	24	12255	302	-24	24	12255	302	-24	24	12255	302	-24	24	12255
303	-19	19	12274	303	-19	19	12274	303	-19	19	12274	303	-19	19	12274	303	-19	19	12274	303	-19	19	12274	303	-19	19	12274	303	-19	19	12274	303	-19	19	12274	303	-19	19	12274	303	-19	19	12274	303	-19	19	12274
304	-21	21	12295	304	-21	21	12295	304	-21	21	12295	304	-21	21	12295	304	-21	21	12295	304	-21	21	12295	304	-21	21	12295	304	-21	21	12295	304	-21	21	12295	304	-21	21	12295	304	-21	21	12295	304	-21	21	12295
305	-17	17	12312	305	-17	17	12312	305	-17	17	12312	305	-17	17	12312	305	-17	17	12312	305	-17	17	12312	305	-17	17	12312	305	-17	17	12312	305	-17	17	12312	305	-17	17	12312	305	-17	17	12312	305	-17	17	12312
306	-25	25	12337	306	-25	25	12337	306	-25	25	12337	306	-25	25	12337	306	-25	25	12337	306	-25	25	12337	306	-25	25	12337	306	-25	25	12337	306	-25	25	12337	306	-25	25	12337	306	-25	25	12337	306	-25	25	12337
307	-17	17	12354	307	-17	17	12354	307	-17	17	12354	307	-17	17	12354	307	-17	17	12354	307	-17	17	12354	307	-17	17	12354	307	-17	17	12354	307	-17	17	12354	307	-17	17	12354	307	-17	17	12354	307	-17	17	12354
308	-21	21	12375	308	-21	21	12375	308	-21	21	12375	308	-21	21	12375	308	-21	21	12375	308	-21	21	12375	308	-21	21	12375	308	-21	21	12375	308	-21	21	12375	308	-21	21	12375	308	-21	21	12375	308	-21	21	12375
309	-119	20	12395	309	-119	20	12395	309	-119	20	12395	309	-119	20	12395	309	-119	20	12395	309	-119	20	12395	309	-119	20	12395	309	-119	20	12395	309	-119	20	12395	309	-119	20	12395	309	-119	20	12395	309	-119	20	12395
310	-17	17	12412	310	-17	17	12412	310	-17	17	12412	310	-17	17	12412	310	-17	17	12412	310	-17	17	12412	310	-17	17	12412	310	-17	17	12412	310	-17	17	12412	310	-17	17	12412	310	-17	17	12412	310	-17	17	12412
311	-17	17	12429	311	-17	17	12429	311	-17	17	12429	311	-17	17	12429	311	-17	17	12429	311	-17	17	12429	311	-17	17	12429	311	-17	17	12429	311	-17	17	12429	311	-17	17	12429	311	-17	17	12429	311	-17	17	12429
312	-22	22	12451	312	-22	22	12451	312	-22	22	12451	312	-22	22	12451	312	-22	22	12451	312	-22	22	12451	312	-22	22	12451	312	-22	22	12451	312	-22	22	12451	312	-22	22	12451	312	-22	22	12451	312	-22	22	12451
313	-17	17	12468	313	-17	17	12468	313	-17	17	12468	313	-17	17	12468	313	-17	17	12468	313	-17	17	12468	313	-17	17	12468	313	-17	17	12468	313	-17	17	12468	313	-17	17	12468	313	-17	17	12468	313	-17	17	12468
314	-17	17	12485	314	-17	17	12485	314	-17	17	12485	314	-17	17	12485	314	-17	17	12485	314	-17	17	12485	314	-17	17	12485	314	-17	17	12485	314	-17	17	12485	314	-17	17	12485	314	-17	17	12485	314	-17	17	12485
315	-17	17	12502	315	-17	17	12502	315	-17	17	12502	315	-17	17	12502	315	-17	17	12502	315	-17	17	12502	315	-17	17	12502	315	-17	17	12502	315	-17	17	12502	315	-17	17	12502	315	-17	17	12502	315	-17	17	12502
316	-19	19	12521	316	-19	19	12521	316	-19	19	12521	316	-19	19	12521	316	-19	19	12521	316	-19	19	12521	316	-19	19	12521	316	-19	19	12521	316	-19	19	12521	316	-19	19	12521	316	-19	19	12521	316	-19	19	12521
317	-19	19	12540	317	-19	19	12540	317	-19	19	12540	317	-19	19	12540	317	-19	19	12540	317	-19	19	12540	317	-19	19	12540	317	-19	19	12540	317	-19	19	12540	317	-19	19	12540	317	-19	19	12540	317	-19	19	12540
318	-17	17	12557	318	-17	17	12557	318	-17	17	12557	318	-17	17	12557	318	-17	17	12557	318	-17	17	12557	318	-17	17	12557	318	-17	17	12557	318	-17	17	12557	318	-17	17	12557	318	-17	17	12557	318	-17	17	12557
319	-17	17	12574	319	-17	17	12574	319	-17	17	12574	319	-17	17	12574	319	-17	17	12574	319	-17	17	12574	319	-17	17	12574	319	-17	17	12574	319	-17	17	12574	319	-17	17	12574	319	-17	17	12574	319	-17	17	12574
320	-23	23	12597	320	-23	23	12597	320	-23	23	12597	320	-23	23	12597	320	-23	23	12597	320	-23	23	12597	320	-23	23	12597	320	-23	23	12597	320	-23	23	12597	320	-23	23	12597	320	-23	23	12597	320	-23	23	12597
321	-18	18	12615	321	-18	18	12615	321	-18	18	12615	321	-18	18	12615	321	-18	18	12615	321	-18	18	12615	321	-18	18	12615	321	-18	18	12615	321	-18	18	12615	321	-18	18	12615	321	-18	18	12615	321	-18	18	12615
322	-21	21	12636	322	-21	21	12636	322	-21	21	12636	322	-21	21	12636	322	-21	21	12636	322	-21	21	12636	322	-21	21	12636	322	-21	21	12636	322	-21	21	12636	322	-21	21	12636	322	-21	21	12636	322	-21	21	12636
323	-117	18	12654	323	-117	18	12654	323	-117	18	12654	323	-117	18	12654	323	-117	18	12654	323	-117	18	12654	323	-117	18	12654	323	-117	18	12654	323	-117	18	12654	323	-117	18	12654	323	-117	18	12654	323	-117	18	12654
324	-17	17	12671	324	-17	17	12671	324	-17	17	12671	324	-17	17	12671	324	-17	17	12671	324	-17	17	12671	324	-17	17	12671	324	-17	17	12671	324	-17	17	12671	324	-17	17	12671	324	-17	17	12671	324	-17	17	12671
325	-20	20	12691	325	-20	20	12691	325	-20	20	12691	325	-20	20	12691	325	-20	20	12691	325	-20	20	12691	325	-20	20	12691	325	-20	20	12691	325	-20	20	12691	325	-20	20	12691	325	-20	20	12691	325	-20	20	12691
326	-20	20	12711	326	-20	20	12711	326	-20	20	12711	326	-20	20	12711	326	-20	20	12711	326	-20	20	12711	326	-20	20	12711	326	-20	20	12711	326	-20	20	12711	326	-20	20	12711	326	-20	20	12711	326	-20	20	12711
327	-19	19	12730	327	-19	19	12730	327	-19	19	12730	327	-19	19	12730	327	-19	19	12730	327	-19	19	12730	327	-19	19	12730	327	-19	19	12730	327	-19	19	12730	327	-19	19	12730	327	-19	19	12730	327	-19	19	12730
328	-17	17	12747	328	-17	17	12747	328	-17	17	12747	328	-17	17	12747	328	-17	17	12747	328	-17	17	12747	328	-17	17	12747	328	-17	17	12747	328	-17	17	12747	328	-17	17	12747	328	-17	17	12747	328	-17	17	12747
329	-18	18	12765	329	-18	18	12765	329	-18	18	12765	329	-18	18	12765	329	-18	18	12765	329	-18	18	12765	329	-18	18	12765	329	-18	18	12765	329	-18	18	12765	329	-18	18	12765	329	-18	18	12765	329	-18	18	12765
330	-20	20	12785	330	-20	20	12785	330	-20	20	12785	330	-20	20	12785	330	-20	20	12785	330	-20	20	12785	330	-20	20	12785	330	-20	20	12785	330	-20	20	12785	330	-20	20	12785	330	-20	20	12785	330	-20	20	12785
331	-21	21	12806	331	-21	21	12806	331	-21	21	12806	331	-21	21	12806	331	-21	21	12806	331	-21	21	12806	331	-21	21	12806	331	-21	21	12806	331	-21	21	12806	331	-21	21	12806	331	-21	21	12806	331	-21	21	12806
332	-21	21	12827	332	-21	21	12827	332	-21	21	12827	332	-21	21	12827	332	-21	21	12827	332	-21	21	12827	332	-21	21	12827	332	-21	21	12827	332	-21	21	12827	332	-21	21	12827	332	-21	21	12827	332	-21	21	12827
333	-17	17	12844	333	-17	17	12844	333	-17	17	12844	333	-17	17	12844	333	-17	17	12844	333	-17	17	12844	333	-17	17	12844	333	-17	17	12844	333	-17	17	12844	333	-17	17	12844	333	-17	17	12844	333	-17	17	12844
334	-17	17	12861	334	-17	17	12861	334	-17	17	12861	334	-17	17	12861	334	-17	17	12861	334	-17	17	12861	334	-17	17	12861	334	-17	17	12861	334	-17	17	12861	334	-17	17	12861	334	-17	17	12861	334	-17	17	12861
335	-19	19	12880	335	-19	19	12880	335	-19	19	12880	335	-19	19	12880	335	-19	19	12880	335	-19	19	12880	335	-19	19	12880	335	-19	19	12880	335	-19	19	12880	335	-19	19	12880	335	-19	19	12880	335	-19	19	12880
336	-17	17	12897	336	-17	17	12897	336	-17	17	12897	336	-17	17	12897	336	-17	17	12897	336	-17	17	12897	336	-17	17	12897	336	-17	17	12897	336	-17	17	12897	336	-17	17	12897	336	-17	17	12897	336	-17	17	12897
337	-17	17	12914	337	-17	17	12914	337	-17	17	12914	337	-17	17	12914	337	-17	17	12914	337	-17	17	12914	337	-17	17	12914	337	-17	17	12914	337	-17	17	12914	337	-17	17	12914	337	-17	17	12914	337	-17	17	12914
