Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps
365	-18	18	9956	365	-18	18	9956	365	-18	18	9956	365	-18	18	9956	365	-18	18	9956	365	-18	18	9956	365	-18	18	9956	365	-18	18	9956	365	-18	18	9956	365	-18	18	9956	365	-18	18	9956
366	-15	15	9971	366	-15	15	9971	366	-15	15	9971	366	-15	15	9971	366	-15	15	9971	366	-15	15	9971	366	-15	15	9971	366	-15	15	9971	366	-15	15	9971	366	-15	15	9971	366	-15	15	9971
367	-19	19	9990	367	-19	19	9990	367	-19	19	9990	367	-19	19	9990	367	-19	19	9990	367	-19	19	9990	367	-19	19	9990	367	-19	19	9990	367	-19	19	9990	367	-19	19	9990	367	-19	19	9990
368	-22	22	10012	368	-22	22	10012	368	-22	22	10012	368	-22	22	10012	368	-22	22	10012	368	-22	22	10012	368	-22	22	10012	368	-22	22	10012	368	-22	22	10012	368	-22	22	10012	368	-22	22	10012
369	-17	17	10029	369	-17	17	10029	369	-17	17	10029	369	-17	17	10029	369	-17	17	10029	369	-17	17	10029	369	-17	17	10029	369	-17	17	10029	369	-17	17	10029	369	-17	17	10029	369	-17	17	10029
370	-23	23	10052	370	-23	23	10052	370	-23	23	10052	370	-23	23	10052	370	-23	23	10052	370	-23	23	10052	370	-23	23	10052	370	-23	23	10052	370	-23	23	10052	370	-23	23	10052	370	-23	23	10052
371	-17	17	10069	371	-17	17	10069	371	-17	17	10069	371	-17	17	10069	371	-17	17	10069	371	-17	17	10069	371	-17	17	10069	371	-17	17	10069	371	-17	17	10069	371	-17	17	10069	371	-17	17	10069
372	-19	19	10088	372	-19	19	10088	372	-19	19	10088	372	-19	19	10088	372	-19	19	10088	372	-19	19	10088	372	-19	19	10088	372	-19	19	10088	372	-19	19	10088	372	-19	19	10088	372	-19	19	10088
373	-27	27	10115	373	-27	27	10115	373	-27	27	10115	373	-27	27	10115	373	-27	27	10115	373	-27	27	10115	373	-27	27	10115	373	-27	27	10115	373	-27	27	10115	373	-27	27	10115	373	-27	27	10115
374	-21	21	10136	374	-21	21	10136	374	-21	21	10136	374	-21	21	10136	374	-21	21	10136	374	-21	21	10136	374	-21	21	10136	374	-21	21	10136	374	-21	21	10136	374	-21	21	10136	374	-21	21	10136
375	-18	18	10154	375	-18	18	10154	375	-18	18	10154	375	-18	18	10154	375	-18	18	10154	375	-18	18	10154	375	-18	18	10154	375	-18	18	10154	375	-18	18	10154	375	-18	18	10154	375	-18	18	10154
376	-17	17	10171	376	-17	17	10171	376	-17	17	10171	376	-17	17	10171	376	-17	17	10171	376	-17	17	10171	376	-17	17	10171	376	-17	17	10171	376	-17	17	10171	376	-17	17	10171	376	-17	17	10171
377	-21	21	10192	377	-21	21	10192	377	-21	21	10192	377	-21	21	10192	377	-21	21	10192	377	-21	21	10192	377	-21	21	10192	377	-21	21	10192	377	-21	21	10192	377	-21	21	10192	377	-21	21	10192
378	-17	17	10209	378	-17	17	10209	378	-17	17	10209	378	-17	17	10209	378	-17	17	10209	378	-17	17	10209	378	-17	17	10209	378	-17	17	10209	378	-17	17	10209	378	-17	17	10209	378	-17	17	10209
379	-123	24	10233	379	-123	24	10233	379	-123	24	10233	379	-123	24	10233	379	-123	24	10233	379	-123	24	10233	379	-123	24	10233	379	-123	24	10233	379	-123	24	10233	379	-123	24	10233	379	-123	24	10233
380	-22	22	10255	380	-22	22	10255	380	-22	22	10255	380	-22	22	10255	380	-22	22	10255	380	-22	22	10255	380	-22	22	10255	380	-22	22	10255	380	-22	22	10255	380	-22	22	10255	380	-22	22	10255
381	-18	18	10273	381	-18	18	10273	381	-18	18	10273	381	-18	18	10273	381	-18	18	10273	381	-18	18	10273	381	-18	18	10273	381	-18	18	10273	381	-18	18	10273	381	-18	18	10273	381	-18	18	10273
382	-17	17	10290	382	-17	17	10290	382	-17	17	10290	382	-17	17	10290	382	-17	17	10290	382	-17	17	10290	382	-17	17	10290	382	-17	17	10290	382	-17	17	10290	382	-17	17	10290	382	-17	17	10290
383	-19	19	10309	383	-19	19	10309	383	-19	19	10309	383	-19	19	10309	383	-19	19	10309	383	-19	19	10309	383	-19	19	10309	383	-19	19	10309	383	-19	19	10309	383	-19	19	10309	383	-19	19	10309
384	-19	19	10328	384	-19	19	10328	384	-19	19	10328	384	-19	19	10328	384	-19	19	10328	384	-19	19	10328	384	-19	19	10328	384	-19	19	10328	384	-19	19	10328	384	-19	19	10328	384	-19	19	10328
385	-17	17	10345	385	-17	17	10345	385	-17	17	10345	385	-17	17	10345	385	-17	17	10345	385	-17	17	10345	385	-17	17	10345	385	-17	17	10345	385	-17	17	10345	385	-17	17	10345	385	-17	17	10345
386	-19	19	10364	386	-19	19	10364	386	-19	19	10364	386	-19	19	10364	386	-19	19	10364	386	-19	19	10364	386	-19	19	10364	386	-19	19	10364	386	-19	19	10364	386	-19	19	10364	386	-19	19	10364
387	-19	19	10383	387	-19	19	10383	387	-19	19	10383	387	-19	19	10383	387	-19	19	10383	387	-19	19	10383	387	-19	19	10383	387	-19	19	10383	387	-19	19	10383	387	-19	19	10383	387	-19	19	10383
388	-21	21	10404	388	-21	21	10404	388	-21	21	10404	388	-21	21	10404	388	-21	21	10404	388	-21	21	10404	388	-21	21	10404	388	-21	21	10404	388	-21	21	10404	388	-21	21	10404	388	-21	21	10404
389	-18	18	10422	389	-18	18	10422	389	-18	18	10422	389	-18	18	10422	389	-18	18	10422	389	-18	18	10422	389	-18	18	10422	389	-18	18	10422	389	-18	18	10422	389	-18	18	10422	389	-18	18	10422
390	-21	21	10443	390	-21	21	10443	390	-21	21	10443	390	-21	21	10443	390	-21	21	10443	390	-21	21	10443	390	-21	21	10443	390	-21	21	10443	390	-21	21	10443	390	-21	21	10443	390	-21	21	10443
391	-25	25	10468	391	-25	25	10468	391	-25	25	10468	391	-25	25	10468	391	-25	25	10468	391	-25	25	10468	391	-25	25	10468	391	-25	25	10468	391	-25	25	10468	391	-25	25	10468	391	-25	25	10468
392	-26	26	10494	392	-26	26	10494	392	-26	26	10494	392	-26	26	10494	392	-26	26	10494	392	-26	26	10494	392	-26	26	10494	392	-26	26	10494	392	-26	26	10494	392	-26	26	10494	392	-26	26	10494
393	-25	25	10519	393	-25	25	10519	393	-25	25	10519	393	-25	25	10519	393	-25	25	10519	393	-25	25	10519	393	-25	25	10519	393	-25	25	10519	393	-25	25	10519	393	-25	25	10519	393	-25	25	10519
394	-21	21	10540	394	-21	21	10540	394	-21	21	10540	394	-21	21	10540	394	-21	21	10540	394	-21	21	10540	394	-21	21	10540	394	-21	21	10540	394	-21	21	10540	394	-21	21	10540	394	-21	21	10540
395	-20	20	10560	395	-20	20	10560	395	-20	20	10560	395	-20	20	10560	395	-20	20	10560	395	-20	20	10560	395	-20	20	10560	395	-20	20	10560	395	-20	20	10560	395	-20	20	10560	395	-20	20	10560
396	-22	22	10582	396	-22	22	10582	396	-22	22	10582	396	-22	22	10582	396	-22	22	10582	396	-22	22	10582	396	-22	22	10582	396	-22	22	10582	396	-22	22	10582	396	-22	22	10582	396	-22	22	10582
397	-21	21	10603	397	-21	21	10603	397	-21	21	10603	397	-21	21	10603	397	-21	21	10603	397	-21	21	10603	397	-21	21	10603	397	-21	21	10603	397	-21	21	10603	397	-21	21	10603	397	-21	21	10603
398	-22	22	10625	398	-22	22	10625	398	-22	22	10625	398	-22	22	10625	398	-22	22	10625	398	-22	22	10625	398	-22	22	10625	398	-22	22	10625	398	-22	22	10625	398	-22	22	10625	398	-22	22	10625
399	-17	17	10642	399	-17	17	10642	399	-17	17	10642	399	-17	17	10642	399	-17	17	10642	399	-17	17	10642	399	-17	17	10642	399	-17	17	10642	399	-17	17	10642	399	-17	17	10642	399	-17	17	10642
400	-20	20	10662	400	-20	20	10662	400	-20	20	10662	400	-20	20	10662	400	-20	20	10662	400	-20	20	10662	400	-20	20	10662	400	-20	20	10662	400	-20	20	10662	400	-20	20	10662	400	-20	20	10662
401	-23	23	10685	401	-23	23	10685	401	-23	23	10685	401	-23	23	10685	401	-23	23	10685	401	-23	23	10685	401	-23	23	10685	401	-23	23	10685	401	-23	23	10685	401	-23	23	10685	401	-23	23	10685
402	-24	24	10709	402	-24	24	10709	402	-24	24	10709	402	-24	24	10709	402	-24	24	10709	402	-24	24	10709	402	-24	24	10709	402	-24	24	10709	402	-24	24	10709	402	-24	24	10709	402	-24	24	10709
403	-22	22	10731	403	-22	22	10731	403	-22	22	10731	403	-22	22	10731	403	-22	22	10731	403	-22	22	10731	403	-22	22	10731	403	-22	22	10731	403	-22	22	10731	403	-22	22	10731	403	-22	22	10731
404	-21	21	10752	404	-21	21	10752	404	-21	21	10752	404	-21	21	10752	404	-21	21	10752	404	-21	21	10752	404	-21	21	10752	404	-21	21	10752	404	-21	21	10752	404	-21	21	10752	404	-21	21	10752
405	-19	19	10771	405	-19	19	10771	405	-19	19	10771	405	-19	19	10771	405	-19	19	10771	405	-19	19	10771	405	-19	19	10771	405	-19	19	10771	405	-19	19	10771	405	-19	19	10771	405	-19	19	10771
406	-19	19	10790	406	-19	19	10790	406	-19	19	10790	406	-19	19	10790	406	-19	19	10790	406	-19	19	10790	406	-19	19	10790	406	-19	19	10790	406	-19	19	10790	406	-19	19	10790	406	-19	19	10790
407	-17	17	10807	407	-17	17	10807	407	-17	17	10807	407	-17	17	10807	407	-17	17	10807	407	-17	17	10807	407	-17	17	10807	407	-17	17	10807	407	-17	17	10807	407	-17	17	10807	407	-17	17	10807
408	-18	18	10825	408	-18	18	10825	408	-18	18	10825	408	-18	18	10825	408	-18	18	10825	408	-18	18	10825	408	-18	18	10825	408	-18	18	10825	408	-18	18	10825	408	-18	18	10825	408	-18	18	10825
409	-19	19	10844	409	-19	19	10844	409	-19	19	10844	409	-19	19	10844	409	-19	19	10844	409	-19	19	10844	409	-19	19	10844	409	-19	19	10844	409	-19	19	10844	409	-19	19	10844	409	-19	19	10844
410	-18	18	10862	410	-18	18	10862	410	-18	18	10862	410	-18	18	10862	410	-18	18	10862	410	-18	18	10862	410	-18	18	10862	410	-18	18	10862	410	-18	18	10862	410	-18	18	10862	410	-18	18	10862
411	-17	17	10879	411	-17	17	10879	411	-17	17	10879	411	-17	17	10879	411	-17	17	10879	411	-17	17	10879	411	-17	17	10879	411	-17	17	10879	411	-17	17	10879	411	-17	17	10879	411	-17	17	10879
412	-22	22	10901	412	-22	22	10901	412	-22	22	10901	412	-22	22	10901	412	-22	22	10901	412	-22	22	10901	412	-22	22	10901	412	-22	22	10901	412	-22	22	10901	412	-22	22	10901	412	-22	22	10901
413	-18	18	10919	413	-18	18	10919	413	-18	18	10919	413	-18	18	10919	413	-18	18	10919	413	-18	18	10919	413	-18	18	10919	413	-18	18	10919	413	-18	18	10919	413	-18	18	10919	413	-18	18	10919
414	-22	22	10941	414	-22	22	10941	414	-22	22	10941	414	-22	22	10941	414	-22	22	10941	414	-22	22	10941	414	-22	22	10941	414	-22	22	10941	414	-22	22	10941	414	-22	22	10941	414	-22	22	10941
415	-21	21	10962	415	-21	21	10962	415	-21	21	10962	415	-21	21	10962	415	-21	21	10962	415	-21	21	10962	415	-21	21	10962	415	-21	21	10962	415	-21	21	10962	415	-21	21	10962	415	-21	21	10962
416	-19	19	10981	416	-19	19	10981	416	-19	19	10981	416	-19	19	10981	416	-19	19	10981	416	-19	19	10981	416	-19	19	10981	416	-19	19	10981	416	-19	19	10981	416	-19	19	10981	416	-19	19	10981
417	-21	21	11002	417	-21	21	11002	417	-21	21	11002	417	-21	21	11002	417	-21	21	11002	417	-21	21	11002	417	-21	21	11002	417	-21	21	11002	417	-21	21	11002	417	-21	21	11002	417	-21	21	11002
418	-29	29	11031	418	-29	29	11031	418	-29	29	11031	418	-29	29	11031	418	-29	29	11031	418	-29	29	11031	418	-29	29	11031	418	-29	29	11031	418	-29	29	11031	418	-29	29	11031	418	-29	29	11031
419	-19	19	11050	419	-19	19	11050	419	-19	19	11050	419	-19	19	11050	419	-19	19	11050	419	-19	19	11050	419	-19	19	11050	419	-19	19	11050	419	-19	19	11050	419	-19	19	11050	419	-19	19	11050
420	-25	25	11075	420	-25	25	11075	420	-25	25	11075	420	-25	25	11075	420	-25	25	11075	420	-25	25	11075	420	-25	25	11075	420	-25	25	11075	420	-25	25	11075	420	-25	25	11075	420	-25	25	11075
421	-19	19	11094	421	-19	19	11094	421	-19	19	11094	421	-19	19	11094	421	-19	19	11094	421	-19	19	11094	421	-19	19	11094	421	-19	19	11094	421	-19	19	11094	421	-19	19	11094	421	-19	19	11094
422	-19	19	11113	422	-19	19	11113	422	-19	19	11113	422	-19	19	11113	422	-19	19	11113	422	-19	19	11113	422	-19	19	11113	422	-19	19	11113	422	-19	19	11113	422	-19	19	11113	422	-19	19	11113
423	-19	19	11132	423	-19	19	11132	423	-19	19	11132	423	-19	19	11132	423	-19	19	11132	423	-19	19	11132	423	-19	19	11132	423	-19	19	11132	423	-19	19	11132	423	-19	19	11132	423	-19	19	11132
424	-19	19	11151	424	-19	19	11151	424	-19	19	11151	424	-19	19	11151	424	-19	19	11151	424	-19	19	11151	424	-19	19	11151	424	-19	19	11151	424	-19	19	11151	424	-19	19	11151	424	-19	19	11151
425	-22	22	11173	425	-22	22	11173	425	-22	22	11173	425	-22	22	11173	425	-22	22	11173	425	-22	22	11173	425	-22	22	11173	425	-22	22	11173	425	-22	22	11173	425	-22	22	11173	425	-22	22	11173
426	-133	34	11207	426	-133	34	11207	426	-133	34	11207	426	-133	34	11207	426	-133	34	11207	426	-133	34	11207	426	-133	34	11207	426	-133	34	11207	426	-133	34	11207	426	-133	34	11207	426	-133	34	11207
427	-19	19	11226	427	-19	19	11226	427	-19	19	11226	427	-19	19	11226	427	-19	19	11226	427	-19	19	11226	427	-19	19	11226	427	-19	19	11226	427	-19	19	11226	427	-19	19	11226	427	-19	19	11226
428	-23	23	11249	428	-23	23	11249	428	-23	23	11249	428	-23	23	11249	428	-23	23	11249	428	-23	23	11249	428	-23	23	11249	428	-23	23	11249	428	-23	23	11249	428	-23	23	11249	428	-23	23	11249
429	-19	19	11268	429	-19	19	11268	429	-19	19	11268	429	-19	19	11268	429	-19	19	11268	429	-19	19	11268	429	-19	19	11268	429	-19	19	11268	429	-19	19	11268	429	-19	19	11268	429	-19	19	11268
430	-17	17	11285	430	-17	17	11285	430	-17	17	11285	430	-17	17	11285	430	-17	17	11285	430	-17	17	11285	430	-17	17	11285	430	-17	17	11285	430	-17	17	11285	430	-17	17	11285	430	-17	17	11285
431	-17	17	11302	431	-17	17	11302	431	-17	17	11302	431	-17	17	11302	431	-17	17	11302	431	-17	17	11302	431	-17	17	11302	431	-17	17	11302	431	-17	17	11302	431	-17	17	11302	431	-17	17	11302
432	-21	21	11323	432	-21	21	11323	432	-21	21	11323	432	-21	21	11323	432	-21	21	11323	432	-21	21	11323	432	-21	21	11323	432	-21	21	11323	432	-21	21	11323	432	-21	21	11323	432	-21	21	11323
433	-19	19	11342	433	-19	19	11342	433	-19	19	11342	433	-19	19	11342	433	-19	19	11342	433	-19	19	11342	433	-19	19	11342	433	-19	19	11342	433	-19	19	11342	433	-19	19	11342	433	-19	19	11342
434	-17	17	11359	434	-17	17	11359	434	-17	17	11359	434	-17	17	11359	434	-17	17	11359	434	-17	17	11359	434	-17	17	11359	434	-17	17	11359	434	-17	17	11359	434	-17	17	11359	434	-17	17	11359
435	-117	18	11377	435	-117	18	11377	435	-117	18	11377	435	-117	18	11377	435	-117	18	11377	435	-117	18	11377	435	-117	18	11377	435	-117	18	11377	435	-117	18	11377	435	-117	18	11377	435	-117	18	11377
436	-18	18	11395	436	-18	18	11395	436	-18	18	11395	436	-18	18	11395	436	-18	18	11395	436	-18	18	11395	436	-18	18	11395	436	-18	18	11395	436	-18	18	11395	436	-18	18	11395	436	-18	18	11395
437	-18	18	11413	437	-18	18	11413	437	-18	18	11413	437	-18	18	11413	437	-18	18	11413	437	-18	18	11413	437	-18	18	11413	437	-18	18	11413	437	-18	18	11413	437	-18	18	11413	437	-18	18	11413
438	-18	18	11431	438	-18	18	11431	438	-18	18	11431	438	-18	18	11431	438	-18	18	11431	438	-18	18	11431	438	-18	18	11431	438	-18	18	11431	438	-18	18	11431	438	-18	18	11431	438	-18	18	11431
439	-21	21	11452	439	-21	21	11452	439	-21	21	11452	439	-21	21	11452	439	-21	21	11452	439	-21	21	11452	439	-21	21	11452	439	-21	21	11452	439	-21	21	11452	439	-21	21	11452	439	-21	21	11452
440	-17	17	11469	440	-17	17	11469	440	-17	17	11469	440	-17	17	11469	440	-17	17	11469	440	-17	17	11469	440	-17	17	11469	440	-17	17	11469	440	-17	17	11469	440	-17	17	11469	440	-17	17	11469
441	-19	19	11488	441	-19	19	11488	441	-19	19	11488	441	-19	19	11488	441	-19	19	11488	441	-19	19	11488	441	-19	19	11488	441	-19	19	11488	441	-19	19	11488	441	-19	19	11488	441	-19	19	11488
442	-118	19	11507	442	-118	19	11507	442	-118	19	11507	442	-118	19	11507	442	-118	19	11507	442	-118	19	11507	442	-118	19	11507	442	-118	19	11507	442	-118	19	11507	442	-118	19	11507	442	-118	19	11507
443	-23	23	11530	443	-23	23	11530	443	-23	23	11530	443	-23	23	11530	443	-23	23	11530	443	-23	23	11530	443	-23	23	11530	443	-23	23	11530	443	-23	23	11530	443	-23	23	11530	443	-23	23	11530
444	-18	18	11548	444	-18	18	11548	444	-18	18	11548	444	-18	18	11548	444	-18	18	11548	444	-18	18	11548	444	-18	18	11548	444	-18	18	11548	444	-18	18	11548	444	-18	18	11548	444	-18	18	11548
445	-17	17	11565	445	-17	17	11565	445	-17	17	11565	445	-17	17	11565	445	-17	17	11565	445	-17	17	11565	445	-17	17	11565	445	-17	17	11565	445	-17	17	11565	445	-17	17	11565	445	-17	17	11565
446	-19	19	11584	446	-19	19	11584	446	-19	19	11584	446	-19	19	11584	446	-19	19	11584	446	-19	19	11584	446	-19	19	11584	446	-19	19	11584	446	-19	19	11584	446	-19	19	11584	446	-19	19	11584
447	-21	21	11605	447	-21	21	11605	447	-21	21	11605	447	-21	21	11605	447	-21	21	11605	447	-21	21	11605	447	-21	21	11605	447	-21	21	11605	447	-21	21	11605	447	-21	21	11605	447	-21	21	11605
448	-26	26	11631	448	-26	26	11631	448	-26	26	11631	448	-26	26	11631	448	-26	26	11631	448	-26	26	11631	448	-26	26	11631	448	-26	26	11631	448	-26	26	11631	448	-26	26	11631	448	-26	26	11631
449	-22	22	11653	449	-22	22	11653	449	-22	22	11653	449	-22	22	11653	449	-22	22	11653	449	-22	22	11653	449	-22	22	11653	449	-22	22	11653	449	-22	22	11653	449	-22	22	11653	449	-22	22	11653
450	-21	21	11674	450	-21	21	11674	450	-21	21	11674	450	-21	21	11674	450	-21	21	11674	450	-21	21	11674	450	-21	21	11674	450	-21	21	11674	450	-21	21	11674	450	-21	21	11674	450	-21	21	11674
451	-23	23	11697	451	-23	23	11697	451	-23	23	11697	451	-23	23	11697	451	-23	23	11697	451	-23	23	11697	451	-23	23	11697	451	-23	23	11697	451	-23	23	11697	451	-23	23	11697	451	-23	23	11697
452	-25	25	11722	452	-25	25	11722	452	-25	25	11722	452	-25	25	11722	452	-25	25	11722	452	-25	25	11722	452	-25	25	11722	452	-25	25	11722	452	-25	25	11722	452	-25	25	11722	452	-25	25	11722
453	-19	19	11741	453	-19	19	11741	453	-19	19	11741	453	-19	19	11741	453	-19	19	11741	453	-19	19	11741	453	-19	19	11741	453	-19	19	11741	453	-19	19	11741	453	-19	19	11741	453	-19	19	11741
454	-24	24	11765	454	-24	24	11765	454	-24	24	11765	454	-24	24	11765	454	-24	24	11765	454	-24	24	11765	454	-24	24	11765	454	-24	24	11765	454	-24	24	11765	454	-24	24	11765	454	-24	24	11765
455	-17	17	11782	455	-17	17	11782	455	-17	17	11782	455	-17	17	11782	455	-17	17	11782	455	-17	17	11782	455	-17	17	11782	455	-17	17	11782	455	-17	17	11782	455	-17	17	11782	455	-17	17	11782
456	-17	17	11799	456	-17	17	11799	456	-17	17	11799	456	-17	17	11799	456	-17	17	11799	456	-17	17	11799	456	-17	17	11799	456	-17	17	11799	456	-17	17	11799	456	-17	17	11799	456	-17	17	11799
457	-19	19	11818	457	-19	19	11818	457	-19	19	11818	457	-19	19	11818	457	-19	19	11818	457	-19	19	11818	457	-19	19	11818	457	-19	19	11818	457	-19	19	11818	457	-19	19	11818	457	-19	19	11818
458	-17	17	11835	458	-17	17	11835	458	-17	17	11835	458	-17	17	11835	458	-17	17	11835	458	-17	17	11835	458	-17	17	11835	458	-17	17	11835	458	-17	17	11835	458	-17	17	11835	458	-17	17	11835
459	-17	17	11852	459	-17	17	11852	459	-17	17	11852	459	-17	17	11852	459	-17	17	11852	459	-17	17	11852	459	-17	17	11852	459	-17	17	11852	459	-17	17	11852	459	-17	17	11852	459	-17	17	11852
460	-23	23	11875	460	-23	23	11875	460	-23	23	11875	460	-23	23	11875	460	-23	23	11875	460	-23	23	11875	460	-23	23	11875	460	-23	23	11875	460	-23	23	11875	460	-23	23	11875	460	-23	23	11875
461	-17	17	11892	461	-17	17	11892	461	-17	17	11892	461	-17	17	11892	461	-17	17	11892	461	-17	17	11892	461	-17	17	11892	461	-17	17	11892	461	-17	17	11892	461	-17	17	11892	461	-17	17	11892
462	-20	20	11912	462	-20	20	11912	462	-20	20	11912	462	-20	20	11912	462	-20	20	11912	462	-20	20	11912	462	-20	20	11912	462	-20	20	11912	462	-20	20	11912	462	-20	20	11912	462	-20	20	11912
463	-17	17	11929	463	-17	17	11929	463	-17	17	11929	463	-17	17	11929	463	-17	17	11929	463	-17	17	11929	463	-17	17	11929	463	-17	17	11929	463	-17	17	11929	463	-17	17	11929	463	-17	17	11929
464	-17	17	11946	464	-17	17	11946	464	-17	17	11946	464	-17	17	11946	464	-17	17	11946	464	-17	17	11946	464	-17	17	11946	464	-17	17	11946	464	-17	17	11946	464	-17	17	11946	464	-17	17	11946
465	-131	32	11978	465	-131	32	11978	465	-131	32	11978	465	-131	32	11978	465	-131	32	11978	465	-131	32	11978	465	-131	32	11978	465	-131	32	11978	465	-131	32	11978	465	-131	32	11978	465	-131	32	11978
466	-23	23	12001	466	-23	23	12001	466	-23	23	12001	466	-23	23	12001	466	-23	23	12001	466	-23	23	12001	466	-23	23	12001	466	-23	23	12001	466	-23	23	12001	466	-23	23	12001	466	-23	23	12001
467	-17	17	12018	467	-17	17	12018	467	-17	17	12018	467	-17	17	12018	467	-17	17	12018	467	-17	17	12018	467	-17	17	12018	467	-17	17	12018	467	-17	17	12018	467	-17	17	12018	467	-17	17	12018
468	-21	21	12039	468	-21	21	12039	468	-21	21	12039	468	-21	21	12039	468	-21	21	12039	468	-21	21	12039	468	-21	21	12039	468	-21	21	12039	468	-21	21	12039	468	-21	21	12039	468	-21	21	12039
469	-19	19	12058	469	-19	19	12058	469	-19	19	12058	469	-19	19	12058	469	-19	19	12058	469	-19	19	12058	469	-19	19	12058	469	-19	19	12058	469	-19	19	12058	469	-19	19	12058	469	-19	19	12058
470	-18	18	12076	470	-18	18	12076	470	-18	18	12076	470	-18	18	12076	470	-18	18	12076	470	-18	18	12076	470	-18	18	12076	470	-18	18	12076	470	-18	18	12076	470	-18	18	12076	470	-18	18	12076
471	-20	20	12096	471	-20	20	12096	471	-20	20	12096	471	-20	20	12096	471	-20	20	12096	471	-20	20	12096	471	-20	20	12096	471	-20	20	12096	471	-20	20	12096	471	-20	20	12096	471	-20	20	12096
472	-19	19	12115	472	-19	19	12115	472	-19	19	12115	472	-19	19	12115	472	-19	19	12115	472	-19	19	12115	472	-19	19	12115	472	-19	19	12115	472	-19	19	12115	472	-19	19	12115	472	-19	19	12115
473	-17	17	12132	473	-17	17	12132	473	-17	17	12132	473	-17	17	12132	473	-17	17	12132	473	-17	17	12132	473	-17	17	12132	473	-17	17	12132	473	-17	17	12132	473	-17	17	12132	473	-17	17	12132
474	-19	19	12151	474	-19	19	12151	474	-19	19	12151	474	-19	19	12151	474	-19	19	12151	474	-19	19	12151	474	-19	19	12151	474	-19	19	12151	474	-19	19	12151	474	-19	19	12151	474	-19	19	12151
475	-17	17	12168	475	-17	17	12168	475	-17	17	12168	475	-17	17	12168	475	-17	17	12168	475	-17	17	12168	475	-17	17	12168	475	-17	17	12168	475	-17	17	12168	475	-17	17	12168	475	-17	17	12168
476	-19	19	12187	476	-19	19	12187	476	-19	19	12187	476	-19	19	12187	476	-19	19	12187	476	-19	19	12187	476	-19	19	12187	476	-19	19	12187	476	-19	19	12187	476	-19	19	12187	476	-19	19	12187
477	-21	21	12208	477	-21	21	12208	477	-21	21	12208	477	-21	21	12208	477	-21	21	12208	477	-21	21	12208	477	-21	21	12208	477	-21	21	12208	477	-21	21	12208	477	-21	21	12208	477	-21	21	12208
478	-17	17	12225	478	-17	17	12225	478	-17	17	12225	478	-17	17	12225	478	-17	17	12225	478	-17	17	12225	478	-17	17	12225	478	-17	17	12225	478	-17	17	12225	478	-17	17	12225	478	-17	17	12225
479	-19	19	12244	479	-19	19	12244	479	-19	19	12244	479	-19	19	12244	479	-19	19	12244	479	-19	19	12244	479	-19	19	12244	479	-19	19	12244	479	-19	19	12244	479	-19	19	12244	479	-19	19	12244
480	-17	17	12261	480	-17	17	12261	480	-17	17	12261	480	-17	17	12261	480	-17	17	12261	480	-17	17	12261	480	-17	17	12261	480	-17	17	12261	480	-17	17	12261	480	-17	17	12261	480	-17	17	12261
481	-18	18	12279	481	-18	18	12279	481	-18	18	12279	481	-18	18	12279	481	-18	18	12279	481	-18	18	12279	481	-18	18	12279	481	-18	18	12279	481	-18	18	12279	481	-18	18	12279	481	-18	18	12279
482	-17	17	12296	482	-17	17	12296	482	-17	17	12296	482	-17	17	12296	482	-17	17	12296	482	-17	17	12296	482	-17	17	12296	482	-17	17	12296	482	-17	17	12296	482	-17	17	12296	482	-17	17	12296
483	-21	21	12317	483	-21	21	12317	483	-21	21	12317	483	-21	21	12317	483	-21	21	12317	483	-21	21	12317	483	-21	21	12317	483	-21	21	12317	483	-21	21	12317	483	-21	21	12317	483	-21	21	12317
484	-20	20	12337	484	-20	20	12337	484	-20	20	12337	484	-20	20	12337	484	-20	20	12337	484	-20	20	12337	484	-20	20	12337	484	-20	20	12337	484	-20	20	12337	484	-20	20	12337	484	-20	20	12337
485	-22	22	12359	485	-22	22	12359	485	-22	22	12359	485	-22	22	12359	485	-22	22	12359	485	-22	22	12359	485	-22	22	12359	485	-22	22	12359	485	-22	22	12359	485	-22	22	12359	485	-22	22	12359
486	-19	19	12378	486	-19	19	12378	486	-19	19	12378	486	-19	19	12378	486	-19	19	12378	486	-19	19	12378	486	-19	19	12378	486	-19	19	12378	486	-19	19	12378	486	-19	19	12378	486	-19	19	12378
487	-18	18	12396	487	-18	18	12396	487	-18	18	12396	487	-18	18	12396	487	-18	18	12396	487	-18	18	12396	487	-18	18	12396	487	-18	18	12396	487	-18	18	12396	487	-18	18	12396	487	-18	18	12396
488	-21	21	12417	488	-21	21	12417	488	-21	21	12417	488	-21	21	12417	488	-21	21	12417	488	-21	21	12417	488	-21	21	12417	488	-21	21	12417	488	-21	21	12417	488	-21	21	12417	488	-21	21	12417
489	-31	31	12448	489	-31	31	12448	489	-31	31	12448	489	-31	31	12448	489	-31	31	12448	489	-31	31	12448	489	-31	31	12448	489	-31	31	12448	489	-31	31	12448	489	-31	31	12448	489	-31	31	12448
